title,action,adventure,animation,comedy,drama,fantasy,filmnoir,horror,imax,musical,mystery,other,romance,scifi,thriller,war,western,average_rating
"Happiest Millionaire, The (1967)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
Hocus Pocus (1993),0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3.5
"Honey, I Blew Up the Kid (1992)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
"Honey, I Shrunk the Kids (1989)",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2.75
In Search of the Castaways (1962),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Incredible Journey, The (1963)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Negotiator, The (1998)",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.5833333333333335
"Parent Trap, The (1998)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.5
Roger & Me (1989),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Purple Rose of Cairo, The (1985)",0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,4.75
Doctor Zhivago (1965),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.0
"Trip to Bountiful, The (1985)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
And the Band Played On (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"'burbs, The (1989)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Fandango (1985),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Blue Velvet (1986),0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.6666666666666665
"Jungle Book, The (1967)",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.625
Lady and the Tramp (1955),0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.166666666666667
"Little Mermaid, The (1989)",0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3.2857142857142856
"Muppet Christmas Carol, The (1992)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.75
101 Dalmatians (One Hundred and One Dalmatians) (1961),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
Peter Pan (1953),0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.75
Popeye (1980),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0
"Rescuers Down Under, The (1990)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Return to Oz (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0
"Rocketeer, The (1991)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
Sleeping Beauty (1959),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0
Something Wicked This Way Comes (1983),0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,4.0
Splash (1984),0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.111111111111111
Tron (1982),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
Swing Kids (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5
L.A. Story (1991),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4
"Jerk, The (1979)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Dead Men Don't Wear Plaid (1982),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Grand Canyon (1991),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Outsiders, The (1983)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.25
Indiana Jones and the Temple of Doom (1984),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8181818181818183
"Lord of the Rings, The (1978)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
1984 (Nineteen Eighty-Four) (1984),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0
"Dead Zone, The (1983)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.166666666666667
Maximum Overdrive (1986),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5
Needful Things (1993),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.0
Children of the Corn (1984),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0
All Dogs Go to Heaven (1989),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.5
"Addams Family, The (1991)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
Ever After: A Cinderella Story (1998),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.875
Snake Eyes (1998),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.5
Atlantic City (1980),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Who's Afraid of Virginia Woolf? (1966),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Adventures in Babysitting (1987),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Weird Science (1985),0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0
Doctor Dolittle (1967),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0
"Nutty Professor, The (1963)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5
Watership Down (1978),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.5
"Secret of NIMH, The (1982)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Dark Crystal, The (1982)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.333333333333333
"American Tail, An (1986)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"American Tail: Fievel Goes West, An (1991)",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.5
Legend (1985),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.3333333333333335
Sixteen Candles (1984),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.75
Pretty in Pink (1986),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
St. Elmo's Fire (1985),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
House (1986),0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3.0
House II: The Second Story (1987),0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2.0
"Gods Must Be Crazy, The (1980)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.357142857142857
"Avengers, The (1998)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25
"Slums of Beverly Hills, The (1998)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Henry: Portrait of a Serial Killer (1986),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0
Rosemary's Baby (1968),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5.0
"NeverEnding Story, The (1984)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1875
Attack of the Killer Tomatoes! (1978),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Blade (1998),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.5
Wrongfully Accused (1998),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Navigator: A Mediaeval Odyssey, The (1988)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0
Beetlejuice (1988),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6
Rope (1948),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0
Frenzy (1972),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
"Wrong Man, The (1956)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4.0
"Trouble with Harry, The (1955)",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0
Strangers on a Train (1951),0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4.25
54 (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Why Do Fools Fall In Love? (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Willow (1988),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6875
"Untouchables, The (1987)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8125
Dirty Work (1998),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Lifeboat (1944),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Rounders (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Cube (1997),0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4.5
Simon Birch (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Seven Beauties (Pasqualino Settebellezze) (1976),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
My Bodyguard (1980),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.75
Broadcast News (1987),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.6
Working Girl (1988),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.8333333333333335
Say Anything... (1989),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.9166666666666665
Hero (1992),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Toys (1992),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.25
Young Doctors in Love (1982),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Blame It on Rio (1984),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
About Last Night... (1986),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
"Seventh Sign, The (1988)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3.0
We're No Angels (1989),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Butcher's Wife, The (1991)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
"Few Good Men, A (1992)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.166666666666667
Indecent Proposal (1993),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0
One True Thing (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Rush Hour (1998),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Ronin (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.3125
Urban Legend (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.5
"Thing, The (1982)",1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.5
"Player, The (1992)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5714285714285716
Edward Scissorhands (1990),0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3.8
Antz (1998),0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
"Night at the Roxbury, A (1998)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
What Dreams May Come (1998),0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3.0
"Producers, The (1968)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8333333333333335
History of the World: Part I (1981),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0
My Cousin Vinny (1992),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1818181818181817
2010: The Year We Make Contact (1984),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3333333333333335
Children of a Lesser God (1986),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"Elephant Man, The (1980)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667
Bride of Chucky (Child's Play 4) (1998),0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0
Practical Magic (1998),0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3.0
Happiness (1998),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Pleasantville (1998),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.5
Soldier (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.5
"Cruise, The (1998)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Life Is Beautiful (La Vita è bella) (1997),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4.375
Tales from the Darkside: The Movie (1990),0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4.0
American History X (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.2
Hands on a Hard Body (1996),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Gods and Monsters (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Siege, The (1998)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Elizabeth (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1666666666666665
Velvet Goldmine (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
I Still Know What You Did Last Summer (1998),0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2.0
Meet Joe Black (1998),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5
Runaway Train (1985),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.5
"Stepford Wives, The (1975)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.6666666666666665
Mona Lisa (1986),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
"Big Chill, The (1983)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8333333333333335
Enemy of the State (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.55
"Bug's Life, A (1998)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6538461538461537
Celebrity (1998),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Central Station (Central do Brasil) (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Waking Ned Devine (a.k.a. Waking Ned) (1998),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"Celebration, The (Festen) (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Godzilla (Gojira) (1954),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3.0
King Kong (1933),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.166666666666667
King Kong (1976),0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3.1666666666666665
Desperately Seeking Susan (1985),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5
Fletch (1985),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0
Fletch Lives (1989),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Gung Ho (1986),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Money Pit, The (1986)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"View to a Kill, A (1985)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.75
Police Academy (1984),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Police Academy 2: Their First Assignment (1985),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Police Academy 5: Assignment: Miami Beach (1988),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25
Police Academy 6: City Under Siege (1989),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Babe: Pig in the City (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.25
Home Fries (1998),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
Jerry Springer: Ringmaster (1998),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
Very Bad Things (1998),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Little Voice (1998),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335
"Simple Plan, A (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.4
Star Trek: Insurrection (1998),1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2.6
"Prince of Egypt, The (1998)",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
Rushmore (1998),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.875
Shakespeare in Love (1998),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.8125
Santa Claus: The Movie (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
Prancer (1989),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0
Pale Rider (1985),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Rambo: First Blood Part II (1985),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
First Blood (Rambo: First Blood) (1982),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Rambo III (1988),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0
"Jewel of the Nile, The (1985)",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.25
Romancing the Stone (1984),1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5
Cocoon (1985),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.55
Cocoon: The Return (1988),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Rocky II (1979),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
Rocky III (1982),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Rocky IV (1985),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Rocky V (1990),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Clue (1985),0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3.3333333333333335
Young Sherlock Holmes (1985),1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3.5
Back to School (1986),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333335
Extremities (1986),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
"Karate Kid, The (1984)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5833333333333335
"Karate Kid, Part II, The (1986)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4
"Karate Kid, Part III, The (1989)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
You've Got Mail (1998),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.6875
"General, The (1998)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Thin Red Line, The (1998)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.3125
"Faculty, The (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0
Patch Adams (1998),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Civil Action, A (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Tea with Mussolini (1999),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0
Affliction (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
At First Sight (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Varsity Blues (1999),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665
Virus (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
"Garbage Pail Kids Movie, The (1987)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Howard the Duck (1986),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
"Fly, The (1958)",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3.3333333333333335
"Fly, The (1986)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3.888888888888889
Running Scared (1986),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Armed and Dangerous (1986),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"Texas Chainsaw Massacre, The (1974)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
Ruthless People (1986),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Name of the Rose, The (Name der Rose, Der) (1986)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.0
Jumpin' Jack Flash (1986),1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2.25
Peggy Sue Got Married (1986),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
Crocodile Dundee (1986),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5833333333333335
Crocodile Dundee II (1988),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Soul Man (1986),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Color of Money, The (1986)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
52 Pick-Up (1986),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0
Heartbreak Ridge (1986),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
¡Three Amigos! (1986),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
My Name Is Joe (1998),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
She's All That (1999),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Spanish Fly (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Payback (1999),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7
20 Dates (1998),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
"Fantastic Planet, The (Planète sauvage, La) (1973)",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
Blast from the Past (1999),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
My Favorite Martian (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
Jawbreaker (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
October Sky (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.642857142857143
Office Space (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667
8MM (1999),0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.0
Pet Sematary (1989),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Christine (1983),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
Night Shift (1982),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Airport (1970),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Airport 1975 (1974),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Airport '77 (1977),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Towering Inferno, The (1974)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Meteor (1979),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Westworld (1973),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3.6666666666666665
Logan's Run (1976),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.125
Planet of the Apes (1968),1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0
Beneath the Planet of the Apes (1970),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
Battle for the Planet of the Apes (1973),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Conquest of the Planet of the Apes (1972),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
Escape from the Planet of the Apes (1971),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Earthquake (1974),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Beyond the Poseidon Adventure (1979),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Analyze This (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25
Cruel Intentions (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.875
"Lock, Stock & Two Smoking Barrels (1998)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.111111111111111
"Deep End of the Ocean, The (1999)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Wing Commander (1999),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5
"Haunting, The (1963)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
Dead Ringers (1988),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4.0
Forces of Nature (1999),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
"King and I, The (1999)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
True Crime (1999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Dangerous Beauty (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"King and I, The (1956)",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4.25
EDtv (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Mod Squad, The (1999)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"Matrix, The (1999)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.053571428571429
10 Things I Hate About You (1999),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6666666666666665
"Out-of-Towners, The (1999)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Go (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Never Been Kissed (1999),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
